Number of features is: 3708
Feature at octave: 0, level: 1, x coordinate: 208, y coordinate: 244
Feature at octave: 0, level: 1, x coordinate: 208, y coordinate: 267
Feature at octave: 0, level: 1, x coordinate: 208, y coordinate: 295
Feature at octave: 0, level: 1, x coordinate: 208, y coordinate: 445
Feature at octave: 0, level: 1, x coordinate: 208, y coordinate: 598
Feature at octave: 0, level: 1, x coordinate: 208, y coordinate: 806
Feature at octave: 0, level: 1, x coordinate: 208, y coordinate: 944
Feature at octave: 0, level: 1, x coordinate: 209, y coordinate: 251
Feature at octave: 0, level: 1, x coordinate: 209, y coordinate: 746
Feature at octave: 0, level: 1, x coordinate: 209, y coordinate: 1009
Feature at octave: 0, level: 1, x coordinate: 210, y coordinate: 66
Feature at octave: 0, level: 1, x coordinate: 210, y coordinate: 177
Feature at octave: 0, level: 1, x coordinate: 210, y coordinate: 307
Feature at octave: 0, level: 1, x coordinate: 210, y coordinate: 400
Feature at octave: 0, level: 1, x coordinate: 211, y coordinate: 680
Feature at octave: 0, level: 1, x coordinate: 211, y coordinate: 954
Feature at octave: 0, level: 1, x coordinate: 212, y coordinate: 390
Feature at octave: 0, level: 1, x coordinate: 213, y coordinate: 466
Feature at octave: 0, level: 1, x coordinate: 213, y coordinate: 1018
Feature at octave: 0, level: 1, x coordinate: 214, y coordinate: 109
Feature at octave: 0, level: 1, x coordinate: 214, y coordinate: 494
Feature at octave: 0, level: 1, x coordinate: 215, y coordinate: 166
Feature at octave: 0, level: 1, x coordinate: 215, y coordinate: 298
Feature at octave: 0, level: 1, x coordinate: 215, y coordinate: 714
Feature at octave: 0, level: 1, x coordinate: 215, y coordinate: 944
Feature at octave: 0, level: 1, x coordinate: 216, y coordinate: 131
Feature at octave: 0, level: 1, x coordinate: 216, y coordinate: 353
Feature at octave: 0, level: 1, x coordinate: 216, y coordinate: 841
Feature at octave: 0, level: 1, x coordinate: 216, y coordinate: 957
Feature at octave: 0, level: 1, x coordinate: 217, y coordinate: 448
Feature at octave: 0, level: 1, x coordinate: 217, y coordinate: 487
Feature at octave: 0, level: 1, x coordinate: 218, y coordinate: 252
Feature at octave: 0, level: 1, x coordinate: 218, y coordinate: 569
Feature at octave: 0, level: 1, x coordinate: 219, y coordinate: 156
Feature at octave: 0, level: 1, x coordinate: 219, y coordinate: 634
Feature at octave: 0, level: 1, x coordinate: 220, y coordinate: 96
Feature at octave: 0, level: 1, x coordinate: 220, y coordinate: 601
Feature at octave: 0, level: 1, x coordinate: 220, y coordinate: 644
Feature at octave: 0, level: 1, x coordinate: 220, y coordinate: 743
Feature at octave: 0, level: 1, x coordinate: 220, y coordinate: 921
Feature at octave: 0, level: 1, x coordinate: 221, y coordinate: 537
Feature at octave: 0, level: 1, x coordinate: 221, y coordinate: 836
Feature at octave: 0, level: 1, x coordinate: 221, y coordinate: 985
Feature at octave: 0, level: 1, x coordinate: 222, y coordinate: 452
Feature at octave: 0, level: 1, x coordinate: 222, y coordinate: 803
Feature at octave: 0, level: 1, x coordinate: 222, y coordinate: 958
Feature at octave: 0, level: 1, x coordinate: 222, y coordinate: 977
Feature at octave: 0, level: 1, x coordinate: 223, y coordinate: 199
Feature at octave: 0, level: 1, x coordinate: 223, y coordinate: 235
Feature at octave: 0, level: 1, x coordinate: 223, y coordinate: 361
Feature at octave: 0, level: 1, x coordinate: 223, y coordinate: 849
Feature at octave: 0, level: 1, x coordinate: 224, y coordinate: 216
Feature at octave: 0, level: 1, x coordinate: 225, y coordinate: 314
Feature at octave: 0, level: 1, x coordinate: 225, y coordinate: 649
Feature at octave: 0, level: 1, x coordinate: 225, y coordinate: 712
Feature at octave: 0, level: 1, x coordinate: 225, y coordinate: 857
Feature at octave: 0, level: 1, x coordinate: 225, y coordinate: 890
Feature at octave: 0, level: 1, x coordinate: 226, y coordinate: 83
Feature at octave: 0, level: 1, x coordinate: 226, y coordinate: 140
Feature at octave: 0, level: 1, x coordinate: 226, y coordinate: 286
Feature at octave: 0, level: 1, x coordinate: 226, y coordinate: 477
Feature at octave: 0, level: 1, x coordinate: 226, y coordinate: 632
Feature at octave: 0, level: 1, x coordinate: 227, y coordinate: 377
Feature at octave: 0, level: 1, x coordinate: 227, y coordinate: 587
Feature at octave: 0, level: 1, x coordinate: 228, y coordinate: 527
Feature at octave: 0, level: 1, x coordinate: 228, y coordinate: 594
Feature at octave: 0, level: 1, x coordinate: 229, y coordinate: 203
